"Sample Name","CT","Delta Rn","Tm1","Tm2","Tm3","Tm4","Annealing_temperature(?C)","Primer_concentration_(uM)","Primer_volume","Primer_name","Sample_volume","Additional_comments","Well Position","filename","run_endtime","Well","Omit","Target Name","Task","Reporter","Quencher","Ct Mean","Ct SD","Quantity","Quantity Mean","Quantity SD","Y-Intercept","R(superscript 2)","Slope","Efficiency","Automatic Ct Threshold","Ct Threshold","Automatic Baseline","Baseline Start","Baseline End","Amp Status","Comments","Cq Conf","CQCONF","HIGHSD","PRFDROP","OUTLIERRG","MTP"
"693_WC","28.9645614624023","2.0396192073822","83.0653610229492","","","","65","10","0.5","Lutjanidae1","4.4","control_sentino","E10","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","58","FALSE","Target 1","UNKNOWN","SYBR","None","31.5205364227295","2.62186622619629","","","","","","","","TRUE","0.0947634944346201","TRUE","3","24","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.953535367433748","N","Y","N","N","N"
"693_WC","31.393383026123","2.02211928367615","83.1061782836914","","","","65","10","0.5","Lutjanidae1","4.4","control_sentino","E11","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","59","FALSE","Target 1","UNKNOWN","SYBR","None","31.5205364227295","2.62186622619629","","","","","","","","TRUE","0.0947634944346201","TRUE","3","27","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.924123779493508","N","Y","N","N","N"
"693_WC","34.2036666870117","1.95921397209167","81.9677352905273","69.1195755004883","72.7517547607422","86.2504501342773","65","10","0.5","Lutjanidae1","4.4","control_sentino","E12","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","60","FALSE","Target 1","UNKNOWN","SYBR","None","31.5205364227295","2.62186622619629","","","","","","","","TRUE","0.0947634944346201","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.894596213423084","N","Y","N","N","Y"
"694","36.6688232421875","2.21922612190247","88.2779846191406","84.9603652954102","82.8936614990234","71.4723663330078","65","10","0.5","Lutjanidae1","4.4","sentino","F1","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","61","FALSE","Target 1","UNKNOWN","SYBR","None","36.1284370422363","1.74889159202576","","","","","","","","TRUE","0.0947634944346201","TRUE","3","31","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.922236173246961","N","Y","N","N","Y"
"694","37.5433578491211","2.12559676170349","80.0655288696289","82.7304992675781","","","65","10","0.5","Lutjanidae1","4.4","sentino","F2","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","62","FALSE","Target 1","UNKNOWN","SYBR","None","36.1284370422363","1.74889159202576","","","","","","","","TRUE","0.0947634944346201","TRUE","3","33","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.933914391637442","N","Y","N","N","Y"
"694","34.1731300354004","2.45441675186157","82.6818237304688","","","","65","10","0.5","Lutjanidae1","4.4","sentino","F3","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","63","FALSE","Target 1","UNKNOWN","SYBR","None","36.1284370422363","1.74889159202576","","","","","","","","TRUE","0.0947634944346201","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.918665041955301","N","Y","N","N","N"
"695","31.323148727417","1.82462823390961","73.7052536010742","82.8994293212891","79.1455993652344","89.2102355957031","65","10","0.5","Lutjanidae1","4.4","sentino","F4","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","64","FALSE","Target 1","UNKNOWN","SYBR","None","33.4700813293457","2.04749536514282","","","","","","","","TRUE","0.0947634944346201","TRUE","3","27","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.960992088953564","N","Y","N","N","Y"
"695","35.4010124206543","1.94940292835236","82.4488525390625","","","","65","10","0.5","Lutjanidae1","4.4","sentino","F5","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","65","FALSE","Target 1","UNKNOWN","SYBR","None","33.4700813293457","2.04749536514282","","","","","","","","TRUE","0.0947634944346201","TRUE","3","32","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.928294176292138","N","Y","N","N","N"
"695","33.6860885620117","2.18863558769226","82.3401336669922","","","","65","10","0.5","Lutjanidae1","4.4","sentino","F6","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","66","FALSE","Target 1","UNKNOWN","SYBR","None","33.4700813293457","2.04749536514282","","","","","","","","TRUE","0.0947634944346201","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.907482482015588","N","Y","N","N","N"
"696","42.32568359375","0.839021444320679","80.9862365722656","87.8374786376953","74.6787414550781","66.4681243896484","65","10","0.5","Lutjanidae1","4.4","sentino","F7","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","67","FALSE","Target 1","UNKNOWN","SYBR","None","40.5326385498047","2.01215219497681","","","","","","","","TRUE","0.0947634944346201","TRUE","3","36","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.855010248571001","N","Y","N","N","Y"
"696","38.3564682006836","0.973894000053406","82.182487487793","","","","65","10","0.5","Lutjanidae1","4.4","sentino","F8","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","68","FALSE","Target 1","UNKNOWN","SYBR","None","40.5326385498047","2.01215219497681","","","","","","","","TRUE","0.0947634944346201","TRUE","3","34","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.863750141321919","N","Y","N","N","N"
"696","40.9157638549805","0.9697545170784","81.8682632446289","90.7920684814453","69.3531723022461","","65","10","0.5","Lutjanidae1","4.4","sentino","F9","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","69","FALSE","Target 1","UNKNOWN","SYBR","None","40.5326385498047","2.01215219497681","","","","","","","","TRUE","0.0947634944346201","TRUE","3","36","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.873871396230282","N","Y","N","N","Y"
"697_WC","33.421688079834","2.32070851325989","82.6844635009766","","","","65","10","0.5","Lutjanidae1","4.4","control_sentino","F10","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","70","FALSE","Target 1","UNKNOWN","SYBR","None","31.8176937103271","2.94651103019714","","","","","","","","TRUE","0.0947634944346201","TRUE","3","29","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.898931987166732","N","Y","N","N","N"
"697_WC","33.6142158508301","2.28328084945679","81.3714065551758","82.8893280029297","87.0636291503906","88.7984008789062","65","10","0.5","Lutjanidae1","4.4","control_sentino","F11","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","71","FALSE","Target 1","UNKNOWN","SYBR","None","31.8176937103271","2.94651103019714","","","","","","","","TRUE","0.0947634944346201","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.861396356220826","N","Y","N","N","Y"
"697_WC","28.4171695709229","2.26198744773865","83.0519638061523","","","","65","10","0.5","Lutjanidae1","4.4","control_sentino","F12","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","72","FALSE","Target 1","UNKNOWN","SYBR","None","31.8176937103271","2.94651103019714","","","","","","","","TRUE","0.0947634944346201","TRUE","3","23","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.947050089715613","N","Y","N","N","N"
"702","32.871955871582","2.89027571678162","82.4041748046875","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G1","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","73","FALSE","Target 1","UNKNOWN","SYBR","None","33.6663093566895","0.715259194374084","","","","","","","","TRUE","0.0947634944346201","TRUE","3","27","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.925503684129272","N","Y","N","N","N"
"702","33.8676605224609","2.63344430923462","82.5129470825195","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G2","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","74","FALSE","Target 1","UNKNOWN","SYBR","None","33.6663093566895","0.715259194374084","","","","","","","","TRUE","0.0947634944346201","TRUE","3","27","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.917781101876648","N","Y","N","N","N"
"702","34.2593116760254","2.69892883300781","82.7362213134766","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G3","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","75","FALSE","Target 1","UNKNOWN","SYBR","None","33.6663093566895","0.715259194374084","","","","","","","","TRUE","0.0947634944346201","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.933037896389686","N","Y","N","N","N"
"703","34.129207611084","2.67986249923706","82.6818237304688","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G4","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","76","FALSE","Target 1","UNKNOWN","SYBR","None","34.2466163635254","1.13688027858734","","","","","","","","TRUE","0.0947634944346201","TRUE","3","29","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.926507963786338","N","Y","N","N","N"
"703","33.1729965209961","2.29792928695679","91.4725036621094","68.5872192382812","89.0806884765625","75.1103363037109","65","10","0.5","Lutjanidae1","4.4","sentino","G5","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","77","FALSE","Target 1","UNKNOWN","SYBR","None","34.2466163635254","1.13688027858734","","","","","","","","TRUE","0.0947634944346201","TRUE","3","27","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.920568816837411","N","Y","N","N","Y"
"703","35.4376449584961","2.40078592300415","82.4488525390625","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G6","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","78","FALSE","Target 1","UNKNOWN","SYBR","None","34.2466163635254","1.13688027858734","","","","","","","","TRUE","0.0947634944346201","TRUE","3","31","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.91306882177079","N","Y","N","N","N"
"704","36.1517372131348","2.16131997108459","81.693115234375","78.2674865722656","","","65","10","0.5","Lutjanidae1","4.4","sentino","G7","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","79","FALSE","Target 1","UNKNOWN","SYBR","None","37.7787170410156","2.61330461502075","","","","","","","","TRUE","0.0947634944346201","TRUE","3","32","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.917961546397929","N","Y","N","N","Y"
"704","36.3912887573242","2.15992641448975","81.4212341308594","70.1656188964844","66.359375","","65","10","0.5","Lutjanidae1","4.4","sentino","G8","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","80","FALSE","Target 1","UNKNOWN","SYBR","None","37.7787170410156","2.61330461502075","","","","","","","","TRUE","0.0947634944346201","TRUE","3","32","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.910998064683774","N","Y","N","N","Y"
"704","40.7931327819824","1.91025173664093","81.1064758300781","","","","65","10","0.5","Lutjanidae1","4.4","sentino","G9","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","81","FALSE","Target 1","UNKNOWN","SYBR","None","37.7787170410156","2.61330461502075","","","","","","","","TRUE","0.0947634944346201","TRUE","3","36","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.908929370664105","N","Y","N","N","N"
"705_WC","33.115592956543","2.32355070114136","83.1197738647461","66.4148483276367","92.6421203613281","91.1185455322266","65","10","0.5","Lutjanidae1","4.4","control_sentino","G10","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","82","FALSE","Target 1","UNKNOWN","SYBR","None","33.3603744506836","1.16405177116394","","","","","","","","TRUE","0.0947634944346201","TRUE","3","29","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.92024151663166","N","Y","N","N","Y"
"705_WC","34.6273498535156","2.33978271484375","82.5098495483398","","","","65","10","0.5","Lutjanidae1","4.4","control_sentino","G11","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","83","FALSE","Target 1","UNKNOWN","SYBR","None","33.3603744506836","1.16405177116394","","","","","","","","TRUE","0.0947634944346201","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.914172348368597","N","Y","N","N","N"
"705_WC","32.3381767272949","2.28198337554932","83.1061782836914","","","","65","10","0.5","Lutjanidae1","4.4","control_sentino","G12","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","84","FALSE","Target 1","UNKNOWN","SYBR","None","33.3603744506836","1.16405177116394","","","","","","","","TRUE","0.0947634944346201","TRUE","3","28","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_sentino","0.967249245525216","N","Y","N","N","N"
"710","36.6493148803711","2.36255741119385","82.4585571289062","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H1","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","85","FALSE","Target 1","UNKNOWN","SYBR","None","37.1105766296387","1.75333762168884","","","","","","","","TRUE","0.0947634944346201","TRUE","3","33","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.9211621228302","N","Y","N","N","N"
"710","39.0484352111816","2.16443967819214","81.6971435546875","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H2","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","86","FALSE","Target 1","UNKNOWN","SYBR","None","37.1105766296387","1.75333762168884","","","","","","","","TRUE","0.0947634944346201","TRUE","3","34","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.941349057697779","N","Y","N","N","N"
"710","35.6339836120605","2.41332077980042","81.2129287719727","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H3","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","87","FALSE","Target 1","UNKNOWN","SYBR","None","37.1105766296387","1.75333762168884","","","","","","","","TRUE","0.0947634944346201","TRUE","3","31","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.93706928853066","N","Y","N","N","N"
"711","45.8187408447266","0.561588883399963","81.9745788574219","84.0419082641602","68.5913314819336","76.6430358886719","65","10","0.5","Lutjanidae1","4.4","sentino","H4","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","88","FALSE","Target 1","UNKNOWN","SYBR","None","44.5491523742676","4.21369457244873","","","","","","","","TRUE","0.0947634944346201","TRUE","3","41","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.740368898861173","Y","Y","N","N","Y"
"711","39.8466415405273","1.15471541881561","84.4601440429688","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H5","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","89","FALSE","Target 1","UNKNOWN","SYBR","None","44.5491523742676","4.21369457244873","","","","","","","","TRUE","0.0947634944346201","TRUE","3","36","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.88898296126729","N","Y","N","N","N"
"711","47.9820785522461","0.20182777941227","82.9924468994141","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H6","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","90","FALSE","Target 1","UNKNOWN","SYBR","None","44.5491523742676","4.21369457244873","","","","","","","","TRUE","0.0947634944346201","TRUE","3","42","No Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.428011072454362","Y","Y","N","N","N"
"712","47.0401649475098","0.377655237913132","82.1281127929688","92.5137329101562","","","65","10","0.5","Lutjanidae1","4.4","sentino","H7","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","91","FALSE","Target 1","UNKNOWN","SYBR","None","44.71826171875","2.25706100463867","","","","","","","","TRUE","0.0947634944346201","TRUE","3","41","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.784626547847941","Y","Y","N","N","Y"
"712","44.5824394226074","0.972147881984711","82.2912368774414","","","","65","10","0.5","Lutjanidae1","4.4","sentino","H8","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","92","FALSE","Target 1","UNKNOWN","SYBR","None","44.71826171875","2.25706100463867","","","","","","","","TRUE","0.0947634944346201","TRUE","3","41","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.905011968656007","N","Y","N","N","N"
"712","42.5321769714355","1.76094734668732","82.4668121337891","86.8198852539062","","","65","10","0.5","Lutjanidae1","4.4","sentino","H9","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","93","FALSE","Target 1","UNKNOWN","SYBR","None","44.71826171875","2.25706100463867","","","","","","","","TRUE","0.0947634944346201","TRUE","3","39","Amp","65, 10, 0.5, Lutjanidae1, 4.4, sentino","0.933628243807859","N","Y","N","N","Y"
"BLANK01","33.4941177368164","2.97042298316956","83.2285995483398","","","","65","10","0.5","Lutjanidae1","4.4","control_PCR","H10","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","94","FALSE","Target 1","UNKNOWN","SYBR","None","31.7576084136963","1.88167870044708","","","","","","","","TRUE","0.0947634944346201","TRUE","3","30","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_PCR","0.896219348104238","N","Y","N","N","N"
"BLANK01","32.0203323364258","2.99188542366028","83.3230209350586","74.2154693603516","70.3664474487305","89.0152435302734","65","10","0.5","Lutjanidae1","4.4","control_PCR","H11","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","95","FALSE","Target 1","UNKNOWN","SYBR","None","31.7576084136963","1.88167870044708","","","","","","","","TRUE","0.0947634944346201","TRUE","3","28","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_PCR","0.906896508437484","N","Y","N","N","Y"
"BLANK01","29.758373260498","2.71904802322388","83.3230209350586","","","","65","10","0.5","Lutjanidae1","4.4","control_PCR","H12","2022-07-19_fieldtrip2_lutjanidae_plate1","2022-10-05 16:05:27 PM AWST","96","FALSE","Target 1","UNKNOWN","SYBR","None","31.7576084136963","1.88167870044708","","","","","","","","TRUE","0.0947634944346201","TRUE","3","25","Amp","65, 10, 0.5, Lutjanidae1, 4.4, control_PCR","0.93537653943511","N","Y","N","N","N"
